1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,4,4,4,4,4,4,8,0,0,0,0,0,0,0,0,6,4
1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,5,1
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1,2,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,0,5,1
1,2,0,0,0,0,0,5,1,3,4,4,4,4,4,4,4,4,7,1
1,2,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
